STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,INST_TYPE_EDU,Type of educational institution,EDUCATION_LEV,Education level,PERS_TYPE,Type of personnel,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,STATISTICAL_OPERATION,Statistical operation,DECIMALS,Decimals
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2018,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2019,,718,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2020,,705,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2021,,699,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2007,,364,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2008,,364,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2009,,377,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2010,,377,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2011,,369,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2012,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2013,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2014,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2015,,453,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2016,,468,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2017,,481,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2018,,489,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2019,,502,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2020,,517,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2021,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2007,,882,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2008,,882,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2009,,882,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2010,,882,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2011,,882,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2012,,882,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2013,,825,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2014,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2015,,684.6,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2016,,718.2,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2017,,1020,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2018,,571.6,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2019,,640,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2020,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,LVA,Latvia,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2021,,630,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2007,,627,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2008,,627,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2009,,641.66667,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2010,,634.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2011,,645.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2012,,616,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2013,,608.66667,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2014,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2015,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2016,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2017,,616,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2018,,612.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2019,,605,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2020,,649,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,PRT,Portugal,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_34,Upper secondary general education,TE,Teacher,2021,,667.33333,,A,Normal value,,,MAX,Maximum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2007,,648,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2008,,648,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2009,,648,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2010,,650,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2011,,650,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2012,,659,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2013,,662,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2014,,663,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2015,,784,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2016,,,,M,Missing value; data cannot exist,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2017,,,,M,Missing value; data cannot exist,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2018,,,,O,Missing value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2019,,709,,B,Time series break,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2020,,696,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,DNK,Denmark,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_24,Lower secondary general education,TE,Teacher,2021,,690,,A,Normal value,,,OBS,Observed,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2007,,734.8,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2008,,734.8,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2009,,756.8,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2010,,770,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2011,,770,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2012,,752.4,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2013,,752.4,,A,Normal value,,,MIN,Minimum,0,Zero
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_WT_TREND@DF_EAG_WT_TREND(1.1),Trends in teachers' statutory teaching time since 2000,I,ITA,Italy,WKT_STA_TCH,Statutory teaching time,H_Y,Hours per year,INST_EDU_PUB,Public educational institutions,ISCED11_1,Primary education,TE,Teacher,2014,,752.4,,A,Normal value,,,MIN,Minimum,0,Zero
