STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,STATISTICAL_OPERATION,Statistical operation,UNIT_MEASURE,Unit of measure,AGE,Age,METHODOLOGY,Methodology,DEFINITION,Definition,POVERTY_LINE,Poverty line,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency,DECIMALS,Decimals,PRICE_BASE,Price base,BASE_PER,Base period,CONF_STATUS,Confidentiality status
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,0.351,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,0.344,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,0.355,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,0.343,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2022,,0.343,,P,Provisional value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2007,,0.375,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2008,,0.375,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,0.354,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,0.346,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,0.351,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,0.346,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,0.351,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,LVA,Latvia,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,0.349,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,0.292,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,0.289,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,0.293,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,0.294,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,0.289,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,0.289,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,0.296,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,0.303,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2008,,0.285,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,0.291,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,DEU,Germany,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,0.289,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,0.281,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,0.284,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,0.28,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,0.289,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,0.28,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,0.286,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,0.28,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,0.278,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2007,,0.257,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2008,,0.246,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,0.241,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,0.266,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,0.269,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,0.279,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,HUN,Hungary,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,0.286,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,0.252,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,0.252,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,0.24,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,0.246,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,0.257,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,0.264,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,0.25,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2007,,0.285,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2008,,0.306,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,0.266,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISL,Iceland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,0.248,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2014,,0.365,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,0.36,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,0.346,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,0.344,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,0.348,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,0.342,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,0.34,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,0.348,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,0.371,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2012,,0.371,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,ISR,Israel,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2013,,0.36,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2015,,0.26,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2016,,0.259,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2017,,0.266,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2018,,0.269,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2019,,0.273,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2020,,0.265,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2021,,0.273,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2022,,0.274,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2007,,0.269,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2008,,0.264,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2009,,0.259,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2010,,0.264,,A,Normal value,,,,,3,Three,,,,,,
DATAFLOW,OECD.WISE.INE:DSD_WISE_IDD@DF_IDD(1.0),Income distribution database,I,FIN,Finland,A,Annual,INC_DISP_GINI,Gini (disposable income),_Z,Not applicable​​,0_TO_1,0-1 scale,_T,Total,METH2012,Income definition since 2012,D_CUR,Current definition,_Z,Not applicable,2011,,0.264,,A,Normal value,,,,,3,Three,,,,,,
